Name,Division,segment,order,speed_kmh
Mohammed SALIHOUN,M35-39,T1,1,1.0
Mohammed SALIHOUN,M35-39,Bike,2,27.8
Mohammed SALIHOUN,M35-39,T2,3,1.0
Mohammed SALIHOUN,M35-39,Run,4,10.2
youssef taifouri,M30-34,Swim,0,2.8
youssef taifouri,M30-34,T1,1,1.0
youssef taifouri,M30-34,Bike,2,27.0
youssef taifouri,M30-34,T2,3,1.0
youssef taifouri,M30-34,Run,4,10.3
Theyab Alhajeri,M35-39,Swim,0,2.5
Theyab Alhajeri,M35-39,T1,1,1.0
Theyab Alhajeri,M35-39,Bike,2,29.6
Theyab Alhajeri,M35-39,T2,3,1.0
Theyab Alhajeri,M35-39,Run,4,8.8
Souki Benchekroun,F30-34,Swim,0,3.0
Souki Benchekroun,F30-34,T1,1,1.0
Souki Benchekroun,F30-34,Bike,2,27.2
Souki Benchekroun,F30-34,T2,3,1.0
Souki Benchekroun,F30-34,Run,4,10.1
Amal Chaoui,F35-39,Swim,0,2.3
Amal Chaoui,F35-39,T1,1,1.0
Amal Chaoui,F35-39,Bike,2,29.8
Amal Chaoui,F35-39,T2,3,1.0
Amal Chaoui,F35-39,Run,4,9.2
EL MEHDI MANSOURA,M30-34,Swim,0,3.1
EL MEHDI MANSOURA,M30-34,T1,1,1.0
EL MEHDI MANSOURA,M30-34,Bike,2,28.1
EL MEHDI MANSOURA,M30-34,T2,3,1.0
EL MEHDI MANSOURA,M30-34,Run,4,9.1
KHALID SLASSI,M50-54,Swim,0,2.7
KHALID SLASSI,M50-54,T1,1,1.0
KHALID SLASSI,M50-54,Bike,2,28.6
KHALID SLASSI,M50-54,T2,3,1.0
KHALID SLASSI,M50-54,Run,4,7.7
ZOUBAIR ABDESSAMAD,M40-44,Swim,0,1.8
ZOUBAIR ABDESSAMAD,M40-44,T1,1,1.0
ZOUBAIR ABDESSAMAD,M40-44,Bike,2,28.1
ZOUBAIR ABDESSAMAD,M40-44,T2,3,1.0
ZOUBAIR ABDESSAMAD,M40-44,Run,4,10.2
Lewis Goldie,M25-29,Swim,0,3.3
Lewis Goldie,M25-29,T1,1,1.0
Lewis Goldie,M25-29,Bike,2,27.5
Lewis Goldie,M25-29,T2,3,1.0
Lewis Goldie,M25-29,Run,4,10.3
Meryem Ouarid,F40-44,Swim,0,3.0
Meryem Ouarid,F40-44,T1,1,1.0
Meryem Ouarid,F40-44,Bike,2,27.8
Meryem Ouarid,F40-44,T2,3,1.0
Meryem Ouarid,F40-44,Run,4,8.7
nasser elkheir,M30-34,Swim,0,2.0
nasser elkheir,M30-34,T1,1,1.0
nasser elkheir,M30-34,Bike,2,28.5
nasser elkheir,M30-34,T2,3,1.0
nasser elkheir,M30-34,Run,4,10.6
Saloua Belhabchia,F35-39,Swim,0,2.4
Saloua Belhabchia,F35-39,T1,1,1.0
Saloua Belhabchia,F35-39,Bike,2,27.7
Saloua Belhabchia,F35-39,T2,3,1.0
Saloua Belhabchia,F35-39,Run,4,10.2
DOMENICO PADUANO,M50-54,Swim,0,2.8
DOMENICO PADUANO,M50-54,T1,1,1.0
DOMENICO PADUANO,M50-54,Bike,2,26.8
DOMENICO PADUANO,M50-54,T2,3,1.0
DOMENICO PADUANO,M50-54,Run,4,7.9
Mireille Ruepert,F35-39,Swim,0,2.9
Mireille Ruepert,F35-39,T1,1,1.0
Mireille Ruepert,F35-39,Bike,2,31.7
Mireille Ruepert,F35-39,T2,3,1.0
Mireille Ruepert,F35-39,Run,4,7.9
Mohammed ELKOUHEN,M45-49,Swim,0,3.2
Mohammed ELKOUHEN,M45-49,T1,1,1.0
Mohammed ELKOUHEN,M45-49,Bike,2,28.0
Mohammed ELKOUHEN,M45-49,T2,3,1.0
Mohammed ELKOUHEN,M45-49,Run,4,8.0
Florian REBOUL,M40-44,Swim,0,2.6
Florian REBOUL,M40-44,T1,1,1.0
Florian REBOUL,M40-44,Bike,2,29.4
Florian REBOUL,M40-44,T2,3,1.0
Florian REBOUL,M40-44,Run,4,8.0
Samira Erraidi,F50-54,Swim,0,2.5
Samira Erraidi,F50-54,T1,1,1.0
Samira Erraidi,F50-54,Bike,2,26.5
Samira Erraidi,F50-54,T2,3,1.0
Samira Erraidi,F50-54,Run,4,8.4
Kristijonas Sidlauskas,M18-24,Swim,0,2.6
Kristijonas Sidlauskas,M18-24,T1,1,1.0
Kristijonas Sidlauskas,M18-24,Bike,2,29.5
Kristijonas Sidlauskas,M18-24,T2,3,1.0
Kristijonas Sidlauskas,M18-24,Run,4,9.7
SANAA NABIL,F45-49,Swim,0,2.5
SANAA NABIL,F45-49,T1,1,1.0
SANAA NABIL,F45-49,Bike,2,27.2
SANAA NABIL,F45-49,T2,3,1.0
SANAA NABIL,F45-49,Run,4,8.9
Meriem Tsunami Boutaib,F40-44,Swim,0,2.6
Meriem Tsunami Boutaib,F40-44,T1,1,1.0
Meriem Tsunami Boutaib,F40-44,Bike,2,25.6
Meriem Tsunami Boutaib,F40-44,T2,3,1.0
Meriem Tsunami Boutaib,F40-44,Run,4,10.0
Hollie Coe,F35-39,Swim,0,2.7
Hollie Coe,F35-39,T1,1,1.0
Hollie Coe,F35-39,Bike,2,26.8
Hollie Coe,F35-39,T2,3,1.0
Hollie Coe,F35-39,Run,4,9.7
Younes Boulben El Fallah,M50-54,Swim,0,2.4
Younes Boulben El Fallah,M50-54,T1,1,1.0
Younes Boulben El Fallah,M50-54,Bike,2,27.7
Younes Boulben El Fallah,M50-54,T2,3,1.0
Younes Boulben El Fallah,M50-54,Run,4,8.0
Jabrane AMARIR,M25-29,Swim,0,2.6
Jabrane AMARIR,M25-29,T1,1,1.0
Jabrane AMARIR,M25-29,Bike,2,29.4
Jabrane AMARIR,M25-29,T2,3,1.0
Jabrane AMARIR,M25-29,Run,4,9.3
Hind El Bakkali El Hassani,F35-39,Swim,0,3.4
Hind El Bakkali El Hassani,F35-39,T1,1,1.0
Hind El Bakkali El Hassani,F35-39,Bike,2,27.6
Hind El Bakkali El Hassani,F35-39,T2,3,1.0
Hind El Bakkali El Hassani,F35-39,Run,4,9.3
Amine Benkirane,M30-34,Swim,0,2.7
Amine Benkirane,M30-34,T1,1,1.0
Amine Benkirane,M30-34,Bike,2,30.0
Amine Benkirane,M30-34,T2,3,1.0
Amine Benkirane,M30-34,Run,4,8.3
Houda HADI,F35-39,Swim,0,2.5
Houda HADI,F35-39,T1,1,1.0
Houda HADI,F35-39,Bike,2,28.0
Houda HADI,F35-39,T2,3,1.0
Houda HADI,F35-39,Run,4,9.5
Ilyass Harrasse,M18-24,Swim,0,3.1
Ilyass Harrasse,M18-24,T1,1,1.0
Ilyass Harrasse,M18-24,Bike,2,26.9
Ilyass Harrasse,M18-24,T2,3,1.0
Ilyass Harrasse,M18-24,Run,4,10.1
Oscar Cruz-O'Dwyer,M18-24,Swim,0,3.8
Oscar Cruz-O'Dwyer,M18-24,T1,1,1.0
Oscar Cruz-O'Dwyer,M18-24,Bike,2,28.1
Oscar Cruz-O'Dwyer,M18-24,T2,3,1.0
Oscar Cruz-O'Dwyer,M18-24,Run,4,9.1
ABDELMOUNEIM AHID,M40-44,Swim,0,2.9
ABDELMOUNEIM AHID,M40-44,T1,1,1.0
ABDELMOUNEIM AHID,M40-44,Bike,2,28.5
ABDELMOUNEIM AHID,M40-44,T2,3,1.0
ABDELMOUNEIM AHID,M40-44,Run,4,8.0
HICHAM EL AZOUDY,M30-34,Swim,0,2.6
HICHAM EL AZOUDY,M30-34,T1,1,1.0
HICHAM EL AZOUDY,M30-34,Bike,2,29.3
HICHAM EL AZOUDY,M30-34,T2,3,1.0
HICHAM EL AZOUDY,M30-34,Run,4,8.7
Ali Lozzi,M30-34,Swim,0,2.6
Ali Lozzi,M30-34,T1,1,1.0
Ali Lozzi,M30-34,Bike,2,30.5
Ali Lozzi,M30-34,T2,3,1.0
Ali Lozzi,M30-34,Run,4,8.2
Fabio Cillario,M25-29,Swim,0,3.5
Fabio Cillario,M25-29,T1,1,1.0
Fabio Cillario,M25-29,Bike,2,24.9
Fabio Cillario,M25-29,T2,3,1.0
Fabio Cillario,M25-29,Run,4,10.9
Markus Leipelt,M40-44,Swim,0,2.8
Markus Leipelt,M40-44,T1,1,1.0
Markus Leipelt,M40-44,Bike,2,28.5
Markus Leipelt,M40-44,T2,3,1.0
Markus Leipelt,M40-44,Run,4,8.1
KARIMA LAAZIZ,F40-44,Swim,0,2.7
KARIMA LAAZIZ,F40-44,T1,1,1.0
KARIMA LAAZIZ,F40-44,Bike,2,26.6
KARIMA LAAZIZ,F40-44,T2,3,1.0
KARIMA LAAZIZ,F40-44,Run,4,9.0
Fatima Lahricha,F55-59,Swim,0,2.5
Fatima Lahricha,F55-59,T1,1,1.0
Fatima Lahricha,F55-59,Bike,2,25.0
Fatima Lahricha,F55-59,T2,3,1.0
Fatima Lahricha,F55-59,Run,4,8.1
Mehdi Bathily,M35-39,Swim,0,2.3
Mehdi Bathily,M35-39,T1,1,1.0
Mehdi Bathily,M35-39,Bike,2,26.7
Mehdi Bathily,M35-39,T2,3,1.0
Mehdi Bathily,M35-39,Run,4,9.7
Samir Ibourk,M40-44,Swim,0,2.5
Samir Ibourk,M40-44,T1,1,1.0
Samir Ibourk,M40-44,Bike,2,23.7
Samir Ibourk,M40-44,T2,3,1.0
Samir Ibourk,M40-44,Run,4,10.5
Hamid Kabbage,M40-44,Swim,0,2.1
Hamid Kabbage,M40-44,T1,1,1.0
Hamid Kabbage,M40-44,Bike,2,24.2
Hamid Kabbage,M40-44,T2,3,1.0
Hamid Kabbage,M40-44,Run,4,10.0
DIANE MARQUET DE VASSELOT,F25-29,Swim,0,2.8
DIANE MARQUET DE VASSELOT,F25-29,T1,1,1.0
DIANE MARQUET DE VASSELOT,F25-29,Bike,2,28.0
DIANE MARQUET DE VASSELOT,F25-29,T2,3,1.0
DIANE MARQUET DE VASSELOT,F25-29,Run,4,9.1
ILYASSE ACHAOUI,M25-29,Swim,0,2.5
ILYASSE ACHAOUI,M25-29,T1,1,1.0
ILYASSE ACHAOUI,M25-29,Bike,2,25.8
ILYASSE ACHAOUI,M25-29,T2,3,1.0
ILYASSE ACHAOUI,M25-29,Run,4,10.6
Yassir Elamrani,M25-29,Swim,0,2.9
Yassir Elamrani,M25-29,T1,1,1.0
Yassir Elamrani,M25-29,Bike,2,26.5
Yassir Elamrani,M25-29,T2,3,1.0
Yassir Elamrani,M25-29,Run,4,9.6
Chadia Saidi,F45-49,Swim,0,2.6
Chadia Saidi,F45-49,T1,1,1.0
Chadia Saidi,F45-49,Bike,2,25.1
Chadia Saidi,F45-49,T2,3,1.0
Chadia Saidi,F45-49,Run,4,8.8
Frédéric MONCOMBLE,M45-49,Swim,0,2.7
Frédéric MONCOMBLE,M45-49,T1,1,1.0
Frédéric MONCOMBLE,M45-49,Bike,2,28.3
Frédéric MONCOMBLE,M45-49,T2,3,1.0
Frédéric MONCOMBLE,M45-49,Run,4,6.8
zakaria boutraba,M25-29,Swim,0,2.3
zakaria boutraba,M25-29,T1,1,1.0
zakaria boutraba,M25-29,Bike,2,27.5
zakaria boutraba,M25-29,T2,3,1.0
zakaria boutraba,M25-29,Run,4,9.4
Adyl Melhaoui,M45-49,Swim,0,3.2
Adyl Melhaoui,M45-49,T1,1,1.0
Adyl Melhaoui,M45-49,Bike,2,27.5
Adyl Melhaoui,M45-49,T2,3,1.0
Adyl Melhaoui,M45-49,Run,4,6.9
REDA ELKOTBI,M40-44,Swim,0,2.4
REDA ELKOTBI,M40-44,T1,1,1.0
REDA ELKOTBI,M40-44,Bike,2,26.8
REDA ELKOTBI,M40-44,T2,3,1.0
REDA ELKOTBI,M40-44,Run,4,8.3
Andres Cester Robert,M30-34,Swim,0,2.8
Andres Cester Robert,M30-34,T1,1,1.0
Andres Cester Robert,M30-34,Bike,2,26.9
Andres Cester Robert,M30-34,T2,3,1.0
Andres Cester Robert,M30-34,Run,4,8.7
Hakim Charrat,M55-59,Swim,0,2.5
Hakim Charrat,M55-59,T1,1,1.0
Hakim Charrat,M55-59,Bike,2,24.3
Hakim Charrat,M55-59,T2,3,1.0
Hakim Charrat,M55-59,Run,4,7.4
Alexandre Ramrami,M35-39,Swim,0,2.4
Alexandre Ramrami,M35-39,T1,1,1.0
Alexandre Ramrami,M35-39,Bike,2,28.7
Alexandre Ramrami,M35-39,T2,3,1.0
Alexandre Ramrami,M35-39,Run,4,7.9
fouad ET-TAYYEBY,M40-44,Swim,0,2.1
fouad ET-TAYYEBY,M40-44,T1,1,1.0
fouad ET-TAYYEBY,M40-44,Bike,2,26.2
fouad ET-TAYYEBY,M40-44,T2,3,1.0
fouad ET-TAYYEBY,M40-44,Run,4,8.7
Caroline Gale,F45-49,Swim,0,2.6
Caroline Gale,F45-49,T1,1,1.0
Caroline Gale,F45-49,Bike,2,26.5
Caroline Gale,F45-49,T2,3,1.0
Caroline Gale,F45-49,Run,4,7.7
SALAH RABBAH,M35-39,Swim,0,1.9
SALAH RABBAH,M35-39,T1,1,1.0
SALAH RABBAH,M35-39,Bike,2,26.4
SALAH RABBAH,M35-39,T2,3,1.0
SALAH RABBAH,M35-39,Run,4,9.1
Aziz Allach,M45-49,Swim,0,2.4
Aziz Allach,M45-49,T1,1,1.0
Aziz Allach,M45-49,Bike,2,25.9
Aziz Allach,M45-49,T2,3,1.0
Aziz Allach,M45-49,Run,4,7.4
Natalia Esteba Torres,F30-34,Swim,0,2.9
Natalia Esteba Torres,F30-34,T1,1,1.0
Natalia Esteba Torres,F30-34,Bike,2,26.7
Natalia Esteba Torres,F30-34,T2,3,1.0
Natalia Esteba Torres,F30-34,Run,4,8.6
Liudvikas Kulvietis,M25-29,Swim,0,2.4
Liudvikas Kulvietis,M25-29,T1,1,1.0
Liudvikas Kulvietis,M25-29,Bike,2,29.7
Liudvikas Kulvietis,M25-29,T2,3,1.0
Liudvikas Kulvietis,M25-29,Run,4,8.0
Abderrahmane Marehoum,M30-34,Swim,0,2.5
Abderrahmane Marehoum,M30-34,T1,1,1.0
Abderrahmane Marehoum,M30-34,Bike,2,26.8
Abderrahmane Marehoum,M30-34,T2,3,1.0
Abderrahmane Marehoum,M30-34,Run,4,8.2
Naim Taibi,M30-34,Swim,0,2.7
Naim Taibi,M30-34,T1,1,1.0
Naim Taibi,M30-34,Bike,2,25.3
Naim Taibi,M30-34,T2,3,1.0
Naim Taibi,M30-34,Run,4,9.1
Ellie Morgan,F25-29,Swim,0,2.9
Ellie Morgan,F25-29,T1,1,1.0
Ellie Morgan,F25-29,Bike,2,28.2
Ellie Morgan,F25-29,T2,3,1.0
Ellie Morgan,F25-29,Run,4,7.8
Anbar Ayoujil,M30-34,Swim,0,2.8
Anbar Ayoujil,M30-34,T1,1,1.0
Anbar Ayoujil,M30-34,Bike,2,28.8
Anbar Ayoujil,M30-34,T2,3,1.0
Anbar Ayoujil,M30-34,Run,4,7.2
HOUDA AZMI,F30-34,Swim,0,2.8
HOUDA AZMI,F30-34,T1,1,1.0
HOUDA AZMI,F30-34,Bike,2,25.5
HOUDA AZMI,F30-34,T2,3,1.0
HOUDA AZMI,F30-34,Run,4,9.0
Mikael Gross,M30-34,Swim,0,2.8
Mikael Gross,M30-34,T1,1,1.0
Mikael Gross,M30-34,Bike,2,26.0
Mikael Gross,M30-34,T2,3,1.0
Mikael Gross,M30-34,Run,4,7.8
Anass El Mandili,M30-34,Swim,0,2.7
Anass El Mandili,M30-34,T1,1,1.0
Anass El Mandili,M30-34,Bike,2,26.7
Anass El Mandili,M30-34,T2,3,1.0
Anass El Mandili,M30-34,Run,4,8.0
MARDY ANAS,M25-29,Swim,0,2.7
MARDY ANAS,M25-29,T1,1,1.0
MARDY ANAS,M25-29,Bike,2,25.2
MARDY ANAS,M25-29,T2,3,1.0
MARDY ANAS,M25-29,Run,4,8.0
Hitesh Adwani,M35-39,Swim,0,2.2
Hitesh Adwani,M35-39,T1,1,1.0
Hitesh Adwani,M35-39,Bike,2,27.7
Hitesh Adwani,M35-39,T2,3,1.0
Hitesh Adwani,M35-39,Run,4,7.2
Younes Laklalech,M30-34,Swim,0,2.3
Younes Laklalech,M30-34,T1,1,1.0
Younes Laklalech,M30-34,Bike,2,25.3
Younes Laklalech,M30-34,T2,3,1.0
Younes Laklalech,M30-34,Run,4,7.6
Dimitri Neault,M25-29,Swim,0,2.6
Dimitri Neault,M25-29,T1,1,1.0
Dimitri Neault,M25-29,Bike,2,25.6
Dimitri Neault,M25-29,T2,3,1.0
Dimitri Neault,M25-29,Run,4,7.6
Maha IDRISSI AOUAD,F40-44,Swim,0,2.4
Maha IDRISSI AOUAD,F40-44,T1,1,1.0
Maha IDRISSI AOUAD,F40-44,Bike,2,22.9
Maha IDRISSI AOUAD,F40-44,T2,3,1.0
Maha IDRISSI AOUAD,F40-44,Run,4,8.1
CHARIF GHILANI,M18-24,Swim,0,2.5
CHARIF GHILANI,M18-24,T1,1,1.0
CHARIF GHILANI,M18-24,Bike,2,24.4
CHARIF GHILANI,M18-24,T2,3,1.0
CHARIF GHILANI,M18-24,Run,4,7.6
Manav Jain,M25-29,Swim,0,1.9
Manav Jain,M25-29,T1,1,1.0
Manav Jain,M25-29,Bike,2,22.6
Manav Jain,M25-29,T2,3,1.0
Manav Jain,M25-29,Run,4,8.7
Nada Charraoue,F25-29,Swim,0,2.5
Nada Charraoue,F25-29,T1,1,1.0
Nada Charraoue,F25-29,Bike,2,22.1
Nada Charraoue,F25-29,T2,3,1.0
Nada Charraoue,F25-29,Run,4,7.7
Issam EL-GHAFFOULI,M35-39,Swim,0,1.7
Issam EL-GHAFFOULI,M35-39,T1,1,1.0
Issam EL-GHAFFOULI,M35-39,Bike,2,23.4
Issam EL-GHAFFOULI,M35-39,T2,3,1.0
Issam EL-GHAFFOULI,M35-39,Run,4,7.1
Daniele Demartis,M50-54,Swim,0,
Daniele Demartis,M50-54,T1,1,1.0
Daniele Demartis,M50-54,Bike,2,
Daniele Demartis,M50-54,T2,3,1.0
Daniele Demartis,M50-54,Run,4,
Laurent Jalabert,M55-59,Swim,0,
Laurent Jalabert,M55-59,T1,1,1.0
Laurent Jalabert,M55-59,Bike,2,
Laurent Jalabert,M55-59,T2,3,1.0
Laurent Jalabert,M55-59,Run,4,
Jules ROY,M18-24,Swim,0,4.9
Jules ROY,M18-24,T1,1,1.0
Jules ROY,M18-24,Bike,2,
Jules ROY,M18-24,T2,3,1.0
Jules ROY,M18-24,Run,4,
Salem Alneyadi,M30-34,Swim,0,
Salem Alneyadi,M30-34,T1,1,1.0
Salem Alneyadi,M30-34,Bike,2,
Salem Alneyadi,M30-34,T2,3,1.0
Salem Alneyadi,M30-34,Run,4,
Aakash Singh,M50-54,Swim,0,
Aakash Singh,M50-54,T1,1,1.0
Aakash Singh,M50-54,Bike,2,
Aakash Singh,M50-54,T2,3,1.0
Aakash Singh,M50-54,Run,4,
Ahmed Majt,M40-44,Swim,0,
Ahmed Majt,M40-44,T1,1,1.0
Ahmed Majt,M40-44,Bike,2,
Ahmed Majt,M40-44,T2,3,1.0
Ahmed Majt,M40-44,Run,4,
M’hamed Chraibi,M40-44,Swim,0,
M’hamed Chraibi,M40-44,T1,1,1.0
M’hamed Chraibi,M40-44,Bike,2,
M’hamed Chraibi,M40-44,T2,3,1.0
M’hamed Chraibi,M40-44,Run,4,
Adam EL IDRISSI JALLAL,M25-29,Swim,0,1.9
Adam EL IDRISSI JALLAL,M25-29,T1,1,1.0
Adam EL IDRISSI JALLAL,M25-29,Bike,2,22.7
Adam EL IDRISSI JALLAL,M25-29,T2,3,1.0
Adam EL IDRISSI JALLAL,M25-29,Run,4,9.7
Hicham Benaamara,M40-44,Swim,0,
Hicham Benaamara,M40-44,T1,1,1.0
Hicham Benaamara,M40-44,Bike,2,
Hicham Benaamara,M40-44,T2,3,1.0
Hicham Benaamara,M40-44,Run,4,
Nadia Dadoun,F65-69,Swim,0,1.5
Nadia Dadoun,F65-69,T1,1,1.0
Nadia Dadoun,F65-69,Bike,2,
Nadia Dadoun,F65-69,T2,3,1.0
Nadia Dadoun,F65-69,Run,4,
Youssef TOUIL,M40-44,Swim,0,
Youssef TOUIL,M40-44,T1,1,1.0
Youssef TOUIL,M40-44,Bike,2,
Youssef TOUIL,M40-44,T2,3,1.0
Youssef TOUIL,M40-44,Run,4,
Tison Gregory,M50-54,Swim,0,
Tison Gregory,M50-54,T1,1,1.0
Tison Gregory,M50-54,Bike,2,
Tison Gregory,M50-54,T2,3,1.0
Tison Gregory,M50-54,Run,4,
Ludovic CHARASSE,M55-59,Swim,0,
Ludovic CHARASSE,M55-59,T1,1,1.0
Ludovic CHARASSE,M55-59,Bike,2,
Ludovic CHARASSE,M55-59,T2,3,1.0
Ludovic CHARASSE,M55-59,Run,4,
Serhane Mourad,M50-54,Swim,0,2.5
Serhane Mourad,M50-54,T1,1,1.0
Serhane Mourad,M50-54,Bike,2,26.0
Serhane Mourad,M50-54,T2,3,1.0
Serhane Mourad,M50-54,Run,4,
Jamal El Aoufi,M50-54,Swim,0,2.5
Jamal El Aoufi,M50-54,T1,1,1.0
Jamal El Aoufi,M50-54,Bike,2,
Jamal El Aoufi,M50-54,T2,3,1.0
Jamal El Aoufi,M50-54,Run,4,
Badr Darik,M35-39,Swim,0,
Badr Darik,M35-39,T1,1,1.0
Badr Darik,M35-39,Bike,2,
Badr Darik,M35-39,T2,3,1.0
Badr Darik,M35-39,Run,4,
Angelo Mullaliu,M30-34,Swim,0,
Angelo Mullaliu,M30-34,T1,1,1.0
Angelo Mullaliu,M30-34,Bike,2,
Angelo Mullaliu,M30-34,T2,3,1.0
Angelo Mullaliu,M30-34,Run,4,
samir lazrak,M40-44,Swim,0,
samir lazrak,M40-44,T1,1,1.0
samir lazrak,M40-44,Bike,2,
samir lazrak,M40-44,T2,3,1.0
samir lazrak,M40-44,Run,4,
Evgeny Ostrovsky,M40-44,Swim,0,
Evgeny Ostrovsky,M40-44,T1,1,1.0
Evgeny Ostrovsky,M40-44,Bike,2,
Evgeny Ostrovsky,M40-44,T2,3,1.0
Evgeny Ostrovsky,M40-44,Run,4,
Andy De Roover,M45-49,Swim,0,
Andy De Roover,M45-49,T1,1,1.0
Andy De Roover,M45-49,Bike,2,
Andy De Roover,M45-49,T2,3,1.0
Andy De Roover,M45-49,Run,4,
Rodrigo Morales,M45-49,Swim,0,2.7
Rodrigo Morales,M45-49,T1,1,1.0
Rodrigo Morales,M45-49,Bike,2,19.7
Rodrigo Morales,M45-49,T2,3,1.0
Rodrigo Morales,M45-49,Run,4,
Najib El Allouche,M40-44,Swim,0,
Najib El Allouche,M40-44,T1,1,1.0
Najib El Allouche,M40-44,Bike,2,
Najib El Allouche,M40-44,T2,3,1.0
Najib El Allouche,M40-44,Run,4,
Arthur Pereira,M25-29,Swim,0,
Arthur Pereira,M25-29,T1,1,1.0
Arthur Pereira,M25-29,Bike,2,
Arthur Pereira,M25-29,T2,3,1.0
Arthur Pereira,M25-29,Run,4,
Yassine Boussetta,M40-44,Swim,0,
Yassine Boussetta,M40-44,T1,1,1.0
Yassine Boussetta,M40-44,Bike,2,
Yassine Boussetta,M40-44,T2,3,1.0
Yassine Boussetta,M40-44,Run,4,
Claudia Schiewe,F60-64,Swim,0,
Claudia Schiewe,F60-64,T1,1,1.0
Claudia Schiewe,F60-64,Bike,2,
Claudia Schiewe,F60-64,T2,3,1.0
Claudia Schiewe,F60-64,Run,4,
Ismail Bouih,M35-39,Swim,0,
Ismail Bouih,M35-39,T1,1,1.0
Ismail Bouih,M35-39,Bike,2,
Ismail Bouih,M35-39,T2,3,1.0
Ismail Bouih,M35-39,Run,4,
TALAL ALSHAMARI,M45-49,Swim,0,
TALAL ALSHAMARI,M45-49,T1,1,1.0
TALAL ALSHAMARI,M45-49,Bike,2,
TALAL ALSHAMARI,M45-49,T2,3,1.0
TALAL ALSHAMARI,M45-49,Run,4,
Ahmed BAHIR,M40-44,Swim,0,
Ahmed BAHIR,M40-44,T1,1,1.0
Ahmed BAHIR,M40-44,Bike,2,
Ahmed BAHIR,M40-44,T2,3,1.0
Ahmed BAHIR,M40-44,Run,4,
MOHAMED FAWDI,M55-59,Swim,0,
MOHAMED FAWDI,M55-59,T1,1,1.0
MOHAMED FAWDI,M55-59,Bike,2,
MOHAMED FAWDI,M55-59,T2,3,1.0
MOHAMED FAWDI,M55-59,Run,4,
Rashed Alhajeri,M25-29,Swim,0,
Rashed Alhajeri,M25-29,T1,1,1.0
Rashed Alhajeri,M25-29,Bike,2,
Rashed Alhajeri,M25-29,T2,3,1.0
Rashed Alhajeri,M25-29,Run,4,
alain BINSINGER,M55-59,Swim,0,
alain BINSINGER,M55-59,T1,1,1.0
alain BINSINGER,M55-59,Bike,2,
alain BINSINGER,M55-59,T2,3,1.0
alain BINSINGER,M55-59,Run,4,
Younes Gianni Brignone,M35-39,Swim,0,
Younes Gianni Brignone,M35-39,T1,1,1.0
Younes Gianni Brignone,M35-39,Bike,2,
Younes Gianni Brignone,M35-39,T2,3,1.0
Younes Gianni Brignone,M35-39,Run,4,
Otmane Lazrak,M40-44,Swim,0,3.6
Otmane Lazrak,M40-44,T1,1,1.0
Otmane Lazrak,M40-44,Bike,2,36.0
Otmane Lazrak,M40-44,T2,3,1.0
Otmane Lazrak,M40-44,Run,4,17.9
Ahmed Achaach,M50-54,Swim,0,
Ahmed Achaach,M50-54,T1,1,1.0
Ahmed Achaach,M50-54,Bike,2,
Ahmed Achaach,M50-54,T2,3,1.0
Ahmed Achaach,M50-54,Run,4,
Philippe Van amme,M65-69,Swim,0,
Philippe Van amme,M65-69,T1,1,1.0
Philippe Van amme,M65-69,Bike,2,
Philippe Van amme,M65-69,T2,3,1.0
Philippe Van amme,M65-69,Run,4,
Phillip Pullen,M40-44,Swim,0,
Phillip Pullen,M40-44,T1,1,1.0
Phillip Pullen,M40-44,Bike,2,
Phillip Pullen,M40-44,T2,3,1.0
Phillip Pullen,M40-44,Run,4,
Karim Tadili,M30-34,Swim,0,
Karim Tadili,M30-34,T1,1,1.0
Karim Tadili,M30-34,Bike,2,
Karim Tadili,M30-34,T2,3,1.0
Karim Tadili,M30-34,Run,4,
Mark Cogan,M60-64,Swim,0,
Mark Cogan,M60-64,T1,1,1.0
Mark Cogan,M60-64,Bike,2,
Mark Cogan,M60-64,T2,3,1.0
Mark Cogan,M60-64,Run,4,
Tim Guillemet,M35-39,Swim,0,
Tim Guillemet,M35-39,T1,1,1.0
Tim Guillemet,M35-39,Bike,2,
Tim Guillemet,M35-39,T2,3,1.0
Tim Guillemet,M35-39,Run,4,
Dmitry Lisnevsky,M40-44,Swim,0,
Dmitry Lisnevsky,M40-44,T1,1,1.0
Dmitry Lisnevsky,M40-44,Bike,2,
Dmitry Lisnevsky,M40-44,T2,3,1.0
Dmitry Lisnevsky,M40-44,Run,4,
Youssef Aibar,M60-64,Swim,0,
Youssef Aibar,M60-64,T1,1,1.0
Youssef Aibar,M60-64,Bike,2,
Youssef Aibar,M60-64,T2,3,1.0
Youssef Aibar,M60-64,Run,4,
Luka Barzdaitė,F18-24,Swim,0,
Luka Barzdaitė,F18-24,T1,1,1.0
Luka Barzdaitė,F18-24,Bike,2,
Luka Barzdaitė,F18-24,T2,3,1.0
Luka Barzdaitė,F18-24,Run,4,
Laurent Delannoy,M60-64,Swim,0,
Laurent Delannoy,M60-64,T1,1,1.0
Laurent Delannoy,M60-64,Bike,2,
Laurent Delannoy,M60-64,T2,3,1.0
Laurent Delannoy,M60-64,Run,4,
Fouad Alikkane,M45-49,Swim,0,2.2
Fouad Alikkane,M45-49,T1,1,1.0
Fouad Alikkane,M45-49,Bike,2,26.1
Fouad Alikkane,M45-49,T2,3,1.0
Fouad Alikkane,M45-49,Run,4,
